     1.269504098      1.172700969        1.0511225                1       0.87467375     0.9584730312     0.8731603418     0.8003509497      0.795831947     0.8524294982      1.029394041 
      1.29945234      1.240217141         1.014139                1      0.926998625     0.9518585156      1.001935867     0.9812753164      1.034874041      1.289579115      1.601954511 
     1.278343867      1.186841109      1.079931875                1        0.9563775     0.9218876406     0.8790822148     0.7801420215     0.8336003784     0.8200181431     0.9349020349 
     1.132382906      1.051650906         0.977603                1      1.011670875        0.9352605     0.9860890801     0.9223554062     0.9714928391      1.085302775     0.9542882633 
     1.093282234      1.095288547       0.92592875                1      0.961956375     0.9625101875     0.9761583906     0.8732239099     0.7963128157     0.9350370881     0.9820325977 
       1.3998675      1.321357953       1.01166625                1      0.957582875     0.9388563594      0.852882666     0.9062921748      0.910836667     0.9805100645     0.9000438757 
     1.371449617      1.177334813        1.1853145                1      0.947138375     0.8818604844     0.9402596582     0.9039033203      1.137359406      1.173994165      1.579032505 
      1.29754282      1.092730453        1.0123585                1       0.77820525     0.8916647813     0.9928836348     0.9596375527      0.847872606     0.9418903647     0.8595167538 
     1.228634797      1.087577047       1.00790925                1      0.798372375     0.8197834375     0.8360947949     0.7859118447     0.8947270752     0.9723045565      1.193202729 
     1.274903312      1.136905203       1.03825525                1      1.094905875      1.076455828      1.011120014      1.077354646     0.9805500649       1.05337575      1.219944538 
     1.478943246      1.353183625      1.078251625                1      0.818944625     0.9171889063     0.7924759297     0.8071650859     0.7493653188     0.7857240098     0.8738994453 
     1.024859963     0.9719639844      1.110494375                1         1.067071      1.296762094     0.8766223086      1.003058174     0.9276269681      0.946155606     0.8707352859 
     1.261537674      1.031944391      1.043960375                1      1.044792375      1.039280219      0.982598293       1.05049898      1.303260803      1.201563157      1.297250854 
     1.373590844      1.549315047      1.114009375                1        1.0752825      1.145102516      1.099742965      1.058769242      1.047417453      1.303281456       1.15458673 
     1.295300953      1.193722156       1.10961225                1      1.105439375      1.127260453     0.9866114492      1.264723328      1.130349212      1.467089246      1.264385118 
     1.062751684      1.084886453       1.01692425                1         0.889947     0.7787501406     0.7813067969     0.7668050811     0.8116638223      1.015795579      1.020857341 
     1.262942078      1.177201078        1.0569995                1       0.94701675      1.037878187      1.167092369      1.324503108      1.318098438      1.316807935      1.780737178 
     1.515831727      1.551768953      1.081947375                1      1.038063375      1.050715359     0.9859652187     0.8682700342     0.8512141147     0.7539849016     0.8085604227 
        1.207379      1.236768828      1.042137625                1         1.034121      1.183459234       1.25382091      1.309080269      1.689031346      1.466117578      1.631562875 
      1.32230784      1.088446031        1.0690145                1        1.0308565       0.99627225     0.9469309023      1.081466552      1.045752198      1.252510517      1.099811007 
     1.135544594      1.063389984         0.963551                1       0.95386675     0.8849102969     0.9799548105     0.9494729268     0.8898973516      1.051413181      1.035147251 
     1.111626453      1.021615031         0.956131                1         0.903683     0.8895275625      0.811237332     0.8279951787     0.8159232551     0.9526332173      1.092741609 
     1.359584533         1.166402      1.040843875                1      0.931146875     0.8912883125      1.130742613      1.029427969      1.034488342      1.099962569      1.521885701 
     1.592590828       1.60836275       1.08537575                1      0.988861875      1.075027719      1.094426189      1.182737226      1.184206226      1.359934966      1.190449558 
     1.156681148     0.9968874062       1.01069375                1       0.96323475     0.9240359844     0.9524709023     0.8697137861      0.910782668      1.119064931      1.189233352 
     1.293099254       1.15166625      0.977310625                1       0.89975525     0.8184972969     0.7894204883     0.7815654268      0.859593915      1.230769379     0.9471586372 
     1.421753754      1.197750453         0.997163                1        0.9396865     0.9127442969     0.7869072285     0.8395357773     0.7972766318      0.868971926     0.7830439906 
     1.328770949      1.232516422       1.02803025                1       0.91619875     0.9954116094     0.9930637617     0.8313291553      1.105809399      1.211841104      1.129962875 
     1.378134063      1.218159703      1.034417625                1      1.096996875      1.093309953      1.155644121      1.199877745      1.398190815      1.901250391      2.258188891 
     1.139534443      1.119113125         0.957635                1       0.92409775     0.9768612344      1.069094885      1.107087906      1.117059655      1.471904176       1.16085516 
     1.362141352       1.27284675       1.07820175                1      0.912310875     0.9942160156     0.9584831738     0.9882781572     0.9085441309      1.137878512      1.389129947 
     1.274081547      1.171885469       1.02665175                1      1.119376625      1.193688812      1.201707855      1.109094498      1.248827259      1.290819531      1.260519428 
     1.400814836      1.125058609       0.93468175                1       0.80762125     0.8225298594     0.7704744512      0.855364834     0.8996326309     0.9768130531     0.9862387724 
     1.017127111      1.065078781      0.964520625                1        0.8826425     0.9272501719     0.8068605625      0.899327957     0.9805699871      1.156112182      1.008315443 
     1.654932566      1.364001109      1.142389875                1      0.958753875      1.049767172     0.8948724199      0.971253374      1.068687461      1.429895201      1.488580985 
