               0.5        0.31174375      0.1553638672     0.09142149506     0.04324443388     0.04017347412     0.03062454231    0.009320150027     0.00373395652    0.000939369667   0.0003380702078   0.0001725070088   0.0002221868605   3.028879871e-05   5.624048364e-06   6.440773869e-06   5.006869452e-05   6.287644391e-06   3.127726551e-06                 0
               0.5        0.29940625      0.1519683594     0.08672517853     0.04658019023     0.03773507043     0.01937916158    0.009779635379    0.003257170693    0.001171092264    0.001269297067     0.00165296916   5.536972096e-05   4.143920695e-05   1.470997815e-05   8.878126144e-07   6.520124594e-08   4.648003763e-08   2.711569019e-09                 0
               0.5        0.30195625      0.1569587891     0.09055848694     0.04474369059      0.0237213062     0.01510860331    0.008380092975     0.01540960491    0.001443559823    0.002545665683    0.000575092162   0.0002827052392    2.53745942e-05   4.220737459e-06   3.851257833e-07   4.205542198e-06   6.037518898e-07   2.543416217e-07                 0
               0.5        0.30896875      0.1575769531     0.08999298401     0.06400215759     0.05027465888      0.0166006033     0.03406676026     0.00622877679    0.001540447886   0.0006530837934   8.544542904e-05   8.760139742e-05   1.099636383e-05   4.756774376e-06   2.719380117e-06   9.087355824e-08   1.300168429e-08    2.60885459e-08                 0
               0.5          0.316225      0.1606736328     0.08583079529     0.04941338758     0.02557551656     0.01256453621    0.005513491801    0.002075969674    0.001471246648   0.0003895977722   0.0001241175222   2.344748254e-05   2.174125167e-05   2.748804585e-06   1.123973689e-06   1.083888606e-06   4.566064577e-07   1.718246233e-08                 0
               0.5             0.304      0.1525589844     0.08599111786      0.0523232522     0.03295740448     0.02002235273     0.01389049166    0.004558363869    0.009716569865   0.0006345673853   0.0002881747651   9.395517245e-05   0.0002543099589   3.259153694e-05   4.628504497e-06   1.450717362e-05   9.366456405e-07   2.182118305e-07                 0
               0.5         0.3028375      0.1596037109      0.0954195755     0.05479870009     0.03668188292     0.01615043758     0.01088309139      0.0209032281    0.001779506684   0.0006497041457   0.0006528325298   6.231723064e-05   3.300490328e-05   8.042762276e-06    2.14348953e-06   2.394612715e-07   4.267228322e-07   2.321387563e-08                 0
               0.5         0.2998375      0.1531642578     0.08502160645      0.0528595345      0.0636021271     0.01910464898    0.007863819847    0.003990710887    0.001744773924   0.0006742131107    0.001849352623   5.882184668e-05   0.0001402607201   1.161032912e-05   8.207977446e-06   2.570974682e-07   4.611822075e-08   9.012712476e-09                 0
               0.5        0.30278125      0.1632136719      0.1032131119     0.05927917658      0.0379011588     0.01337794512      0.0139483762     0.00215501559    0.001156361218    0.000405892422   0.0005465105881    4.36077944e-05   3.278752822e-05   6.678731263e-06   2.010275174e-06   1.321264617e-05   2.479165987e-07   3.675428648e-08                 0
               0.5        0.30563125       0.158740625     0.09718160858     0.06252146446     0.04121344387     0.02129646845     0.01063889302     0.01062691741    0.009139343735   0.0007863140559   0.0001490614952   0.0001099911094     0.00161523708   5.346004287e-05   0.0001028924354   2.228125155e-06   1.292037429e-07   2.074701049e-07                 0
               0.5        0.29884375      0.1620833984     0.09146728973     0.04951669927     0.04844461696     0.02068393741     0.01343305024    0.002768520655    0.002605315645    0.003944303218      0.0003652137   6.796941353e-05   9.776739996e-06   2.536658216e-06    7.42278617e-07   4.669524545e-07    6.96730307e-08   3.081351985e-08                 0
               0.5            0.3031      0.1510871094      0.0925309494     0.06364963593     0.03470654703     0.01816524114     0.00960083562    0.003676037748    0.001645957523   0.0006154631054    0.000108993468   0.0002181973707    1.42529037e-05    4.67343566e-06   1.018195535e-06   3.757090483e-07   5.984894991e-08    1.91466502e-08                 0
